school,student,gcse,lrt,schooltype,sid
1,43,10.39599991,-2.90109992,Co-ed,C1
1,44,-5.551099777,-10.34000015,Co-ed,C1
1,45,-13.35299969,-9.513199806,Co-ed,C1
1,46,-5.551099777,-23.56399918,Co-ed,C1
1,47,15.06199932,7.843599796,Co-ed,C1
1,48,-9.393799782,-3.727600098,Co-ed,C1
1,49,23.13600159,7.843599796,Co-ed,C1
1,50,-0.620880008,-7.03360033,Co-ed,C1
1,51,-1.976100087,0.404990017,Co-ed,C1
1,52,-1.976100087,-2.90109992,Co-ed,C1
1,53,20.39699936,16.10900116,Co-ed,C1
1,54,16.61800003,3.710999966,Co-ed,C1
1,55,14.3949995,16.10900116,Co-ed,C1
1,56,3.280700207,3.710999966,Co-ed,C1
1,57,0.735360026,-0.421519995,Co-ed,C1
1,58,9.675899506,-2.90109992,Co-ed,C1
1,59,-10.29099941,-6.207099915,Co-ed,C1
1,60,17.34899902,16.10900116,Co-ed,C1
1,61,24.08699989,11.97599983,Co-ed,C1
1,62,-15.2670002,-6.207099915,Co-ed,C1
1,63,14.3949995,8.670100212,Co-ed,C1
1,64,15.06199932,5.364099503,Co-ed,C1
1,65,18.13800049,4.53760004,Co-ed,C1
1,66,7.472300053,12.80300045,Co-ed,C1
1,67,-10.29099941,-12.81900024,Co-ed,C1
1,68,-1.290799975,-1.247999907,Co-ed,C1
1,69,15.79199982,2.058000088,Co-ed,C1
1,70,13.10099983,16.93500137,Co-ed,C1
1,71,-11.18599987,-8.686699867,Co-ed,C1
1,72,8.96570015,8.670100212,Co-ed,C1
1,73,2.613199949,3.710999966,Co-ed,C1
2,1,15.79199982,1.23150003,Girls,G2
2,2,12.40499973,7.017099857,Girls,G2
2,3,6.107299805,2.884500027,Girls,G2
2,4,4.781899929,7.017099857,Girls,G2
2,5,-11.18599987,-6.207099915,Girls,G2
2,6,17.34899902,12.80300045,Girls,G2
2,7,24.08699989,6.190599918,Girls,G2
2,8,29.24699974,9.496700287,Girls,G2
2,9,27.01800156,-4.554100037,Girls,G2
2,10,13.10099983,11.97599983,Girls,G2
2,11,15.06199932,10.32299995,Girls,G2
2,12,-1.290799975,-12.81900024,Girls,G2
2,13,-1.290799975,-5.380599976,Girls,G2
2,14,6.107299805,13.62899971,Girls,G2
2,15,31.34000015,10.32299995,Girls,G2
2,16,22.03100014,12.80300045,Girls,G2
2,17,5.443400383,3.710999966,Girls,G2
2,18,-6.230499744,-4.554100037,Girls,G2
2,19,14.3949995,0.404990017,Girls,G2
2,20,10.39599991,-2.90109992,Girls,G2
2,21,0.043218002,-6.207099915,Girls,G2
2,22,4.02670002,7.843599796,Girls,G2
2,23,-6.230499744,-7.860199928,Girls,G2
2,24,13.10099983,19.41499901,Girls,G2
2,25,-10.29099941,-8.686699867,Girls,G2
2,26,24.08699989,19.41499901,Girls,G2
2,27,8.219900131,-3.727600098,Girls,G2
2,28,6.107299805,1.23150003,Girls,G2
2,29,27.01800156,20.24100113,Girls,G2
2,30,17.34899902,19.41499901,Girls,G2
2,31,4.02670002,16.93500137,Girls,G2
2,32,-19.62100029,-4.554100037,Girls,G2
2,33,3.280700207,13.62899971,Girls,G2
2,34,-14.38699913,-27.6970005,Girls,G2
2,35,20.39699936,2.884500027,Girls,G2
2,36,6.107299805,-4.554100037,Girls,G2
2,37,-5.551099777,-1.247999907,Girls,G2
2,38,20.39699936,3.710999966,Girls,G2
2,39,-6.230499744,-16.95199966,Girls,G2
2,40,-11.18599987,-6.207099915,Girls,G2
2,41,7.472300053,0.404990017,Girls,G2
2,42,18.13800049,24.37400055,Girls,G2
2,43,19.77099991,20.24100113,Girls,G2
2,44,-12.19499969,2.058000088,Girls,G2
2,45,4.02670002,12.80300045,Girls,G2
2,46,11.09399986,21.8939991,Girls,G2
2,47,10.39599991,16.10900116,Girls,G2
2,48,-2.651599884,-5.380599976,Girls,G2
2,49,16.61800003,7.017099857,Girls,G2
2,50,21.02999878,21.8939991,Girls,G2
2,51,31.34000015,12.80300045,Girls,G2
2,52,6.107299805,-4.554100037,Girls,G2
2,53,6.107299805,-0.421519995,Girls,G2
2,54,-13.35299969,-11.16600037,Girls,G2
2,55,-8.52670002,-11.16600037,Girls,G2
3,1,-1.976100087,-0.421519995,Co-ed,C3
3,2,29.24699974,13.62899971,Co-ed,C3
3,3,-6.995100021,13.62899971,Co-ed,C3
3,4,24.08699989,14.45600033,Co-ed,C3
3,5,8.96570015,-1.247999907,Co-ed,C3
3,6,1.340699911,-5.380599976,Co-ed,C3
3,7,-6.995100021,7.017099857,Co-ed,C3
3,8,0.043218002,-0.421519995,Co-ed,C3
3,9,-0.620880008,-18.60499954,Co-ed,C3
3,10,11.75799942,1.23150003,Co-ed,C3
3,11,19.77099991,24.37400055,Co-ed,C3
3,12,-2.651599884,12.80300045,Co-ed,C3
3,13,6.78760004,-6.207099915,Co-ed,C3
3,14,2.613199949,11.97599983,Co-ed,C3
3,15,9.675899506,2.058000088,Co-ed,C3
3,16,15.06199932,-2.074599981,Co-ed,C3
3,17,13.74699974,3.710999966,Co-ed,C3
3,18,2.613199949,-2.074599981,Co-ed,C3
3,19,18.13800049,11.97599983,Co-ed,C3
3,20,1.340699911,3.710999966,Co-ed,C3
3,21,-11.18599987,-11.16600037,Co-ed,C3
3,22,4.02670002,2.884500027,Co-ed,C3
3,23,15.79199982,7.017099857,Co-ed,C3
3,24,7.472300053,6.190599918,Co-ed,C3
3,25,4.02670002,2.884500027,Co-ed,C3
3,26,18.13800049,12.80300045,Co-ed,C3
3,27,20.39699936,24.37400055,Co-ed,C3
3,28,22.03100014,18.58800125,Co-ed,C3
3,29,8.219900131,10.32299995,Co-ed,C3
3,30,20.39699936,9.496700287,Co-ed,C3
3,31,19.77099991,24.37400055,Co-ed,C3
3,32,14.3949995,7.017099857,Co-ed,C3
3,33,15.79199982,9.496700287,Co-ed,C3
3,34,12.40499973,10.32299995,Co-ed,C3
3,35,13.74699974,3.710999966,Co-ed,C3
3,36,8.96570015,11.97599983,Co-ed,C3
3,37,8.219900131,-6.207099915,Co-ed,C3
3,38,21.02999878,9.496700287,Co-ed,C3
3,39,-3.388400078,-9.513199806,Co-ed,C3
3,40,10.39599991,0.404990017,Co-ed,C3
3,41,14.3949995,0.404990017,Co-ed,C3
3,42,1.340699911,6.190599918,Co-ed,C3
3,43,11.09399986,2.058000088,Co-ed,C3
3,44,15.06199932,9.496700287,Co-ed,C3
3,45,-9.393799782,-2.90109992,Co-ed,C3
3,46,-2.651599884,-8.686699867,Co-ed,C3
3,47,6.107299805,12.80300045,Co-ed,C3
3,48,7.472300053,5.364099503,Co-ed,C3
3,49,-4.927800179,2.884500027,Co-ed,C3
3,50,-1.976100087,6.190599918,Co-ed,C3
3,51,9.675899506,5.364099503,Co-ed,C3
3,52,22.03100014,-0.421519995,Co-ed,C3
4,1,6.78760004,3.710999966,Co-ed,C4
4,2,4.781899929,-2.074599981,Co-ed,C4
4,3,2.613199949,18.58800125,Co-ed,C4
4,4,1.941499949,1.23150003,Co-ed,C4
4,5,-17.23900032,-12.81900024,Co-ed,C4
4,6,-4.197999954,-5.380599976,Co-ed,C4
4,7,4.02670002,-3.727600098,Co-ed,C4
4,8,-1.976100087,-4.554100037,Co-ed,C4
4,9,0.735360026,8.670100212,Co-ed,C4
4,10,-15.2670002,-8.686699867,Co-ed,C4
4,11,-2.651599884,-2.90109992,Co-ed,C4
4,12,-8.52670002,-10.34000015,Co-ed,C4
4,13,3.280700207,19.41499901,Co-ed,C4
4,14,-8.52670002,-7.03360033,Co-ed,C4
4,15,4.02670002,-0.421519995,Co-ed,C4
4,16,-6.995100021,-2.074599981,Co-ed,C4
4,17,6.78760004,-4.554100037,Co-ed,C4
4,18,25.3239994,8.670100212,Co-ed,C4
4,19,15.79199982,3.710999966,Co-ed,C4
4,20,-16.23699951,-23.56399918,Co-ed,C4
4,21,-3.388400078,2.884500027,Co-ed,C4
4,22,-4.197999954,-1.247999907,Co-ed,C4
4,23,-6.230499744,2.058000088,Co-ed,C4
4,24,13.10099983,6.190599918,Co-ed,C4
4,25,6.78760004,9.496700287,Co-ed,C4
4,26,-2.651599884,-8.686699867,Co-ed,C4
4,27,-22.91699982,-8.686699867,Co-ed,C4
4,28,-6.995100021,-11.99300003,Co-ed,C4
4,29,-14.38699913,-17.77799988,Co-ed,C4
4,30,-1.290799975,6.190599918,Co-ed,C4
4,31,1.941499949,-0.421519995,Co-ed,C4
4,32,5.443400383,5.364099503,Co-ed,C4
4,33,6.78760004,-7.03360033,Co-ed,C4
4,34,-0.620880008,9.496700287,Co-ed,C4
4,35,11.09399986,3.710999966,Co-ed,C4
4,36,-6.995100021,7.843599796,Co-ed,C4
4,37,-8.52670002,3.710999966,Co-ed,C4
4,38,-13.35299969,-18.60499954,Co-ed,C4
4,39,-22.91699982,-18.60499954,Co-ed,C4
4,40,1.941499949,-5.380599976,Co-ed,C4
4,41,14.3949995,6.190599918,Co-ed,C4
4,42,1.340699911,0.404990017,Co-ed,C4
4,43,-5.551099777,0.404990017,Co-ed,C4
4,44,-5.551099777,-9.513199806,Co-ed,C4
4,45,8.96570015,1.23150003,Co-ed,C4
4,46,-5.551099777,-2.074599981,Co-ed,C4
4,47,20.39699936,17.76200104,Co-ed,C4
4,48,8.219900131,0.404990017,Co-ed,C4
4,49,15.79199982,-5.380599976,Co-ed,C4
4,50,10.39599991,0.404990017,Co-ed,C4
4,51,21.02999878,22.72100067,Co-ed,C4
4,52,5.443400383,11.97599983,Co-ed,C4
4,53,19.77099991,23.54700089,Co-ed,C4
4,54,6.78760004,15.28200054,Co-ed,C4
4,55,7.472300053,7.017099857,Co-ed,C4
4,56,15.06199932,21.06800079,Co-ed,C4
4,57,21.02999878,8.670100212,Co-ed,C4
4,58,-5.551099777,-7.03360033,Co-ed,C4
4,59,-5.551099777,-6.207099915,Co-ed,C4
4,60,-0.620880008,8.670100212,Co-ed,C4
4,61,-10.29099941,2.058000088,Co-ed,C4
4,62,-6.230499744,1.23150003,Co-ed,C4
4,63,-4.927800179,-7.860199928,Co-ed,C4
4,64,-9.393799782,-17.77799988,Co-ed,C4
4,65,-10.29099941,-7.860199928,Co-ed,C4
4,66,0.735360026,6.190599918,Co-ed,C4
4,67,11.75799942,16.93500137,Co-ed,C4
4,68,-12.19499969,-7.03360033,Co-ed,C4
4,69,-6.230499744,-0.421519995,Co-ed,C4
4,70,23.13600159,4.53760004,Co-ed,C4
4,71,-16.23699951,-9.513199806,Co-ed,C4
4,72,-5.551099777,0.404990017,Co-ed,C4
4,73,-2.651599884,7.843599796,Co-ed,C4
4,74,-8.52670002,-2.90109992,Co-ed,C4
4,75,7.472300053,7.843599796,Co-ed,C4
4,76,11.09399986,18.58800125,Co-ed,C4
4,77,19.00300026,14.45600033,Co-ed,C4
4,78,-0.620880008,-5.380599976,Co-ed,C4
4,79,3.280700207,1.23150003,Co-ed,C4
5,1,10.39599991,-3.727600098,Co-ed,C5
5,2,10.39599991,2.058000088,Co-ed,C5
5,3,1.941499949,2.884500027,Co-ed,C5
5,4,1.941499949,0.404990017,Co-ed,C5
5,5,2.613199949,9.496700287,Co-ed,C5
5,6,15.06199932,7.017099857,Co-ed,C5
5,7,3.280700207,11.97599983,Co-ed,C5
5,8,-1.290799975,-3.727600098,Co-ed,C5
5,9,-11.18599987,-3.727600098,Co-ed,C5
5,10,1.941499949,5.364099503,Co-ed,C5
5,11,3.280700207,-1.247999907,Co-ed,C5
5,12,11.09399986,17.76200104,Co-ed,C5
5,13,7.472300053,4.53760004,Co-ed,C5
5,14,-0.620880008,-3.727600098,Co-ed,C5
5,15,4.02670002,-2.074599981,Co-ed,C5
5,16,21.02999878,20.24100113,Co-ed,C5
5,17,3.280700207,-6.207099915,Co-ed,C5
5,18,15.79199982,-2.074599981,Co-ed,C5
5,19,6.107299805,2.884500027,Co-ed,C5
5,20,6.78760004,6.190599918,Co-ed,C5
5,21,1.941499949,5.364099503,Co-ed,C5
5,22,-1.290799975,-11.99300003,Co-ed,C5
5,23,11.75799942,-3.727600098,Co-ed,C5
5,24,2.613199949,7.017099857,Co-ed,C5
5,25,14.3949995,11.97599983,Co-ed,C5
5,26,4.781899929,1.23150003,Co-ed,C5
5,27,-12.19499969,-7.03360033,Co-ed,C5
5,28,-4.927800179,-2.90109992,Co-ed,C5
5,29,13.10099983,4.53760004,Co-ed,C5
5,30,6.107299805,5.364099503,Co-ed,C5
5,31,-7.761099815,-7.860199928,Co-ed,C5
5,32,-12.19499969,-3.727600098,Co-ed,C5
5,33,11.75799942,8.670100212,Co-ed,C5
5,34,4.02670002,5.364099503,Co-ed,C5
5,35,-4.197999954,-2.90109992,Co-ed,C5
6,1,6.107299805,-4.554100037,Girls,G6
6,2,10.39599991,4.53760004,Girls,G6
6,3,8.96570015,5.364099503,Girls,G6
6,4,4.02670002,8.670100212,Girls,G6
6,5,1.941499949,15.28200054,Girls,G6
6,6,19.00300026,8.670100212,Girls,G6
6,7,0.735360026,19.41499901,Girls,G6
6,8,13.10099983,16.10900116,Girls,G6
6,9,20.39699936,8.670100212,Girls,G6
6,10,15.79199982,6.190599918,Girls,G6
6,11,19.00300026,2.058000088,Girls,G6
6,12,-2.651599884,2.058000088,Girls,G6
6,13,19.77099991,21.8939991,Girls,G6
6,14,8.219900131,6.190599918,Girls,G6
6,15,7.472300053,-10.34000015,Girls,G6
6,16,16.61800003,22.72100067,Girls,G6
6,17,23.13600159,5.364099503,Girls,G6
6,18,13.74699974,5.364099503,Girls,G6
6,19,17.34899902,11.97599983,Girls,G6
6,20,6.78760004,7.843599796,Girls,G6
6,21,22.03100014,18.58800125,Girls,G6
6,22,14.3949995,1.23150003,Girls,G6
6,23,4.02670002,0.404990017,Girls,G6
6,24,10.39599991,-1.247999907,Girls,G6
6,25,-4.197999954,-3.727600098,Girls,G6
6,26,2.613199949,-10.34000015,Girls,G6
6,27,12.40499973,12.80300045,Girls,G6
6,28,4.781899929,8.670100212,Girls,G6
6,29,10.39599991,-9.513199806,Girls,G6
6,30,8.96570015,8.670100212,Girls,G6
6,31,21.02999878,23.54700089,Girls,G6
6,32,5.443400383,-3.727600098,Girls,G6
6,33,9.675899506,21.8939991,Girls,G6
6,34,15.79199982,12.80300045,Girls,G6
6,35,26.26699829,20.24100113,Girls,G6
6,36,12.40499973,3.710999966,Girls,G6
6,37,6.107299805,9.496700287,Girls,G6
6,38,13.74699974,8.670100212,Girls,G6
6,39,12.40499973,2.884500027,Girls,G6
6,40,19.77099991,14.45600033,Girls,G6
6,41,8.219900131,1.23150003,Girls,G6
6,42,-17.23900032,-14.47199917,Girls,G6
6,43,0.735360026,6.190599918,Girls,G6
6,44,15.79199982,11.97599983,Girls,G6
6,45,15.79199982,9.496700287,Girls,G6
6,46,23.13600159,11.97599983,Girls,G6
6,47,1.941499949,3.710999966,Girls,G6
6,48,17.34899902,22.72100067,Girls,G6
6,49,17.34899902,18.58800125,Girls,G6
6,50,0.043218002,-3.727600098,Girls,G6
6,51,9.675899506,-2.074599981,Girls,G6
6,52,13.74699974,-1.247999907,Girls,G6
6,53,13.10099983,20.24100113,Girls,G6
6,54,5.443400383,2.884500027,Girls,G6
6,55,15.79199982,13.62899971,Girls,G6
6,56,-6.995100021,0.404990017,Girls,G6
6,57,12.40499973,16.93500137,Girls,G6
6,58,11.75799942,5.364099503,Girls,G6
6,59,4.02670002,2.058000088,Girls,G6
6,60,17.34899902,11.97599983,Girls,G6
6,61,-9.393799782,2.884500027,Girls,G6
6,62,4.02670002,3.710999966,Girls,G6
6,63,13.10099983,6.190599918,Girls,G6
6,64,0.043218002,-0.421519995,Girls,G6
6,65,11.09399986,-2.90109992,Girls,G6
6,66,8.96570015,0.404990017,Girls,G6
6,67,-4.927800179,-2.074599981,Girls,G6
6,68,4.781899929,-6.207099915,Girls,G6
6,69,8.219900131,8.670100212,Girls,G6
6,70,6.78760004,1.23150003,Girls,G6
6,71,18.13800049,10.32299995,Girls,G6
6,72,15.06199932,11.14999962,Girls,G6
6,73,9.675899506,1.23150003,Girls,G6
6,74,3.280700207,-3.727600098,Girls,G6
6,75,-4.197999954,4.53760004,Girls,G6
6,76,3.280700207,-1.247999907,Girls,G6
6,77,3.280700207,16.10900116,Girls,G6
6,78,-6.230499744,5.364099503,Girls,G6
6,79,19.77099991,11.14999962,Girls,G6
6,80,13.10099983,2.884500027,Girls,G6
7,1,-21.08599854,2.884500027,Girls,G7
7,2,-4.197999954,-23.56399918,Girls,G7
7,3,4.781899929,-7.03360033,Girls,G7
7,4,2.613199949,-3.727600098,Girls,G7
7,5,-13.35299969,-11.16600037,Girls,G7
7,6,7.472300053,2.058000088,Girls,G7
7,7,-4.197999954,1.23150003,Girls,G7
7,8,0.043218002,-4.554100037,Girls,G7
7,9,4.781899929,0.404990017,Girls,G7
7,10,15.79199982,10.32299995,Girls,G7
7,11,16.61800003,-10.34000015,Girls,G7
7,12,8.96570015,-1.247999907,Girls,G7
7,13,9.675899506,0.404990017,Girls,G7
7,14,13.74699974,9.496700287,Girls,G7
7,15,8.219900131,-2.074599981,Girls,G7
7,16,3.280700207,-3.727600098,Girls,G7
7,17,12.40499973,4.53760004,Girls,G7
7,18,0.043218002,5.364099503,Girls,G7
7,19,-4.927800179,-5.380599976,Girls,G7
7,20,8.96570015,-2.074599981,Girls,G7
7,21,5.443400383,-2.90109992,Girls,G7
7,22,-2.651599884,-0.421519995,Girls,G7
7,23,1.941499949,-5.380599976,Girls,G7
7,24,19.77099991,16.93500137,Girls,G7
7,25,13.10099983,-1.247999907,Girls,G7
7,26,17.34899902,-2.90109992,Girls,G7
7,27,4.781899929,-7.03360033,Girls,G7
7,28,11.09399986,-2.074599981,Girls,G7
7,29,12.40499973,24.37400055,Girls,G7
7,30,6.78760004,18.58800125,Girls,G7
7,31,-8.52670002,-8.686699867,Girls,G7
7,32,6.107299805,-7.03360033,Girls,G7
7,33,-5.551099777,-0.421519995,Girls,G7
7,34,14.3949995,19.41499901,Girls,G7
7,35,1.941499949,-5.380599976,Girls,G7
7,36,7.472300053,-2.074599981,Girls,G7
7,37,8.219900131,22.72100067,Girls,G7
7,38,12.40499973,0.404990017,Girls,G7
7,39,3.280700207,1.23150003,Girls,G7
7,40,8.219900131,-1.247999907,Girls,G7
7,41,11.75799942,13.62899971,Girls,G7
7,42,0.735360026,-4.554100037,Girls,G7
7,43,8.219900131,-4.554100037,Girls,G7
7,44,-6.230499744,-3.727600098,Girls,G7
7,45,11.75799942,-12.81900024,Girls,G7
7,46,-6.230499744,-2.90109992,Girls,G7
7,47,-1.976100087,-7.860199928,Girls,G7
7,48,4.781899929,-2.074599981,Girls,G7
7,49,-1.290799975,-1.247999907,Girls,G7
7,50,1.340699911,0.404990017,Girls,G7
7,51,5.443400383,1.23150003,Girls,G7
7,52,4.781899929,6.190599918,Girls,G7
7,53,1.941499949,0.404990017,Girls,G7
7,54,16.61800003,-16.95199966,Girls,G7
7,55,-13.35299969,-8.686699867,Girls,G7
7,56,9.675899506,-4.554100037,Girls,G7
7,57,2.613199949,2.884500027,Girls,G7
7,58,11.09399986,7.843599796,Girls,G7
7,59,3.280700207,-1.247999907,Girls,G7
7,60,2.613199949,-9.513199806,Girls,G7
7,61,-6.230499744,11.97599983,Girls,G7
7,62,-10.29099941,10.32299995,Girls,G7
7,63,9.675899506,13.62899971,Girls,G7
7,64,10.39599991,6.190599918,Girls,G7
7,65,4.781899929,-6.207099915,Girls,G7
7,66,3.280700207,-7.860199928,Girls,G7
7,67,-8.52670002,-19.43099976,Girls,G7
7,68,11.09399986,-2.074599981,Girls,G7
7,69,-0.620880008,-4.554100037,Girls,G7
7,70,8.219900131,2.058000088,Girls,G7
7,71,3.280700207,13.62899971,Girls,G7
7,72,-4.197999954,-7.860199928,Girls,G7
7,73,-1.976100087,20.24100113,Girls,G7
7,74,-1.976100087,-9.513199806,Girls,G7
7,75,-9.393799782,2.884500027,Girls,G7
7,76,9.675899506,3.710999966,Girls,G7
7,77,1.941499949,-2.074599981,Girls,G7
7,78,-3.388400078,-7.03360033,Girls,G7
7,79,3.280700207,-7.03360033,Girls,G7
7,80,15.06199932,-2.90109992,Girls,G7
7,81,1.941499949,4.53760004,Girls,G7
7,82,0.735360026,2.884500027,Girls,G7
7,83,6.78760004,5.364099503,Girls,G7
7,84,10.39599991,-3.727600098,Girls,G7
7,85,15.06199932,-0.421519995,Girls,G7
7,86,4.781899929,2.058000088,Girls,G7
7,87,-7.761099815,-10.34000015,Girls,G7
7,88,3.280700207,-4.554100037,Girls,G7
8,1,-4.197999954,-7.03360033,Girls,G8
8,2,1.340699911,16.10900116,Girls,G8
8,3,13.74699974,9.496700287,Girls,G8
8,4,9.675899506,25.20000076,Girls,G8
8,5,-10.29099941,-2.90109992,Girls,G8
8,6,-11.18599987,-22.73699951,Girls,G8
8,7,19.00300026,9.496700287,Girls,G8
8,8,7.472300053,11.97599983,Girls,G8
8,9,-16.23699951,-11.16600037,Girls,G8
8,10,-11.18599987,-7.860199928,Girls,G8
8,11,23.13600159,16.10900116,Girls,G8
8,12,7.472300053,0.404990017,Girls,G8
8,13,10.39599991,12.80300045,Girls,G8
8,14,-8.52670002,1.23150003,Girls,G8
8,15,0.735360026,-21.9109993,Girls,G8
8,16,8.219900131,6.190599918,Girls,G8
8,17,-5.551099777,-9.513199806,Girls,G8
8,18,-1.290799975,-21.9109993,Girls,G8
8,19,-3.388400078,-13.64599991,Girls,G8
8,20,-13.35299969,-0.421519995,Girls,G8
8,21,7.472300053,-3.727600098,Girls,G8
8,22,0.043218002,-11.99300003,Girls,G8
8,23,-1.290799975,19.41499901,Girls,G8
8,24,0.735360026,9.496700287,Girls,G8
8,25,6.78760004,8.670100212,Girls,G8
8,26,8.219900131,-6.207099915,Girls,G8
8,27,11.09399986,2.884500027,Girls,G8
8,28,1.941499949,5.364099503,Girls,G8
8,29,-14.38699913,-4.554100037,Girls,G8
8,30,-8.52670002,-4.554100037,Girls,G8
8,31,-6.995100021,-6.207099915,Girls,G8
8,32,-8.52670002,-10.34000015,Girls,G8
8,33,-9.393799782,-5.380599976,Girls,G8
8,34,-2.651599884,2.058000088,Girls,G8
8,35,7.472300053,-0.421519995,Girls,G8
8,36,3.280700207,10.32299995,Girls,G8
8,37,2.613199949,-4.554100037,Girls,G8
8,38,-4.197999954,2.884500027,Girls,G8
8,39,5.443400383,0.404990017,Girls,G8
8,40,-1.290799975,-7.03360033,Girls,G8
8,41,9.675899506,9.496700287,Girls,G8
8,42,0.043218002,7.843599796,Girls,G8
8,43,19.00300026,7.843599796,Girls,G8
8,44,-2.651599884,-7.03360033,Girls,G8
8,45,-10.29099941,-13.64599991,Girls,G8
8,46,-16.23699951,-11.99300003,Girls,G8
8,47,9.675899506,6.190599918,Girls,G8
8,48,-1.290799975,-14.47199917,Girls,G8
8,49,-1.976100087,-7.03360033,Girls,G8
8,50,6.107299805,-0.421519995,Girls,G8
8,51,-18.36700058,-7.860199928,Girls,G8
8,52,-4.197999954,28.50600052,Girls,G8
8,53,-10.29099941,-6.207099915,Girls,G8
8,54,5.443400383,-7.03360033,Girls,G8
8,55,18.13800049,9.496700287,Girls,G8
8,56,0.043218002,2.884500027,Girls,G8
8,57,-13.35299969,6.190599918,Girls,G8
8,58,1.941499949,1.23150003,Girls,G8
8,59,-7.761099815,-12.81900024,Girls,G8
8,60,-0.620880008,2.058000088,Girls,G8
8,61,14.3949995,1.23150003,Girls,G8
8,62,3.280700207,-3.727600098,Girls,G8
8,63,1.941499949,-3.727600098,Girls,G8
8,64,18.13800049,-2.074599981,Girls,G8
8,65,25.3239994,28.50600052,Girls,G8
8,66,3.280700207,-2.90109992,Girls,G8
8,67,-4.197999954,-6.207099915,Girls,G8
8,68,-19.62100029,8.670100212,Girls,G8
8,69,-18.36700058,-19.43099976,Girls,G8
8,70,23.13600159,30.15999985,Girls,G8
8,71,-7.761099815,-8.686699867,Girls,G8
8,72,4.02670002,2.884500027,Girls,G8
8,73,-1.976100087,-4.554100037,Girls,G8
8,74,-1.290799975,-2.074599981,Girls,G8
8,75,-21.08599854,3.710999966,Girls,G8
8,76,1.340699911,1.23150003,Girls,G8
8,77,17.34899902,20.24100113,Girls,G8
8,78,0.735360026,-0.421519995,Girls,G8
8,79,-5.551099777,-2.074599981,Girls,G8
8,80,1.941499949,1.23150003,Girls,G8
8,81,-5.551099777,-5.380599976,Girls,G8
8,82,-14.38699913,-20.25799942,Girls,G8
8,83,-4.927800179,12.80300045,Girls,G8
8,84,-4.927800179,-2.90109992,Girls,G8
8,85,16.61800003,12.80300045,Girls,G8
8,86,-5.551099777,-5.380599976,Girls,G8
8,87,-14.38699913,-21.9109993,Girls,G8
8,88,-6.230499744,-10.34000015,Girls,G8
8,89,-9.393799782,10.32299995,Girls,G8
8,90,-3.388400078,0.404990017,Girls,G8
8,91,12.40499973,5.364099503,Girls,G8
8,92,6.107299805,6.190599918,Girls,G8
8,93,-0.620880008,-5.380599976,Girls,G8
8,94,-22.91699982,-24.38999939,Girls,G8
8,95,0.735360026,-6.207099915,Girls,G8
8,96,-4.927800179,0.404990017,Girls,G8
8,97,-6.995100021,-4.554100037,Girls,G8
8,98,-18.36700058,-8.686699867,Girls,G8
8,99,-13.35299969,-7.860199928,Girls,G8
8,100,3.280700207,2.058000088,Girls,G8
8,101,2.613199949,2.058000088,Girls,G8
8,102,13.10099983,7.843599796,Girls,G8
9,1,-15.2670002,2.058000088,Co-ed,C9
9,2,-11.18599987,2.058000088,Co-ed,C9
9,3,-13.35299969,-29.34999847,Co-ed,C9
